Frame,Frame Time,ymin,ylow,yavg,yhigh,ymax,umin,ulow,uavg,uhigh,umax,vmin,vlow,vavg,vhigh,vmax,vdif,udif,ydif,satmin,satlow,satavg,sathigh,satmax,huemed,hueavg,tout,vrep,brng,vbitdepth,ubitdepth,ybitdepth,psnr mse v,psnr mse u,psnr mse y,psnr psnr v,psnr psnr u,psnr psnr y,psnr mse avg,psnr psnr avg
303,10.07674,4,135,319.65,619,931,415,491,502.819,512,533,480,500,508.215,514,542,3.35609,5.35836,14.5995,0,2,11.1503,23,98,75,86.7545,0.022534,0,0.015303,10,10,10,18.78784,52.46867,2298.603,47.45874,42.99851,26.58287,1167.116,29.52637
304,10.11011,4,134,317.616,615,937,424,492,503.117,512,619,472,500,508.39,514,546,3.33867,5.27377,16.5677,0,2,10.821,22,107,75,87.564,0.022559,0,0.015381,10,10,10,19.42102,52.21149,3549.797,47.31479,43.01985,24.69548,1792.807,27.66218
305,10.14348,4,134,318.577,618,933,428,491,503.013,512,533,475,500,508.311,514,543,3.40756,5.37219,12.4871,0,2,10.9516,23,88,75,87.8326,0.022474,0,0.015341,10,10,10,19.84905,54.35601,3852.455,47.22012,42.84504,24.34014,1944.779,27.30881
306,10.17684,4,134,317.933,619,937,386,492,503.193,512,558,449,500,508.34,514,543,3.40539,5.33118,10.7075,0,2,10.8429,22,140,75,89.5575,0.023051,0,0.015383,10,10,10,19.67952,54.3639,3571.25,47.25737,42.84441,24.66931,1804.136,27.63482
307,10.21021,4,133,318.01,619,924,425,492,503.349,512,533,466,500,508.126,514,544,3.41793,5.34924,10.1106,0,2,10.8241,22,92,75,89.034,0.024403,0,0.015326,10,10,10,19.51494,53.62374,2954.061,47.29384,42.90394,25.49332,1495.315,28.45019
308,10.24358,4,133,318.206,618,938,425,492,503.639,512,537,474,500,508.228,514,558,3.36355,5.21357,14.0195,0,2,10.555,22,92,75,89.7932,0.022039,0,0.015378,10,10,10,19.06484,50.46302,1773.653,47.39518,43.16778,27.70883,904.2083,30.63483
309,10.27694,4,134,318.215,617,935,428,492,503.827,512,535,476,500,508.09,514,543,3.38317,5.20744,15.6474,0,2,10.515,22,89,74,89.9775,0.021471,0,0.015355,10,10,10,20.3102,51.43633,3816.833,47.12037,43.08481,24.38048,1926.353,27.35016
310,10.31031,4,134,317.407,616,945,425,492,503.64,512,610,478,500,508.179,514,541,3.42263,5.24437,13.7797,0,2,10.5448,22,98,74,89.0448,0.022136,0,0.015364,10,10,10,18.80337,51.14704,3988.25,47.45515,43.10931,24.18969,2011.613,27.16207
311,10.34368,4,133,317.401,618,938,429,492,503.366,512,537,480,500,508.047,514,543,3.36668,5.1812,12.1316,0,2,10.8052,23,88,75,88.5362,0.022765,0,0.015378,10,10,10,19.61749,51.17634,3837.515,47.27108,43.10682,24.35701,1936.456,27.32744
312,10.37704,4,133,316.472,617,932,425,492,503.639,512,552,479,500,508.04,514,545,3.36232,5.24938,10.0646,0,2,10.5602,22,92,74,87.9744,0.023537,0,0.015412,10,10,10,18.73329,49.51086,3357.634,47.47138,43.25051,24.93718,1695.878,27.90357
313,10.41041,4,132,316.67,617,925,424,492,503.296,512,529,458,500,508.057,514,544,3.42238,5.26283,11.5134,0,2,10.892,23,93,74,87.794,0.024208,0,0.015398,10,10,10,19.90123,50.74135,2499.558,47.20871,43.14389,26.21888,1267.44,29.16824
314,10.44378,4,132,316.575,616,928,424,492,503.159,512,531,477,500,508.207,514,542,3.36223,5.19884,11.0633,0,2,10.8915,22,93,75,87.4546,0.022054,0,0.015389,10,10,10,18.8381,51.77858,3745.201,47.44714,43.05601,24.46276,1890.255,27.43231
315,10.47714,4,133,316.216,617,944,424,491,502.951,512,640,464,500,507.996,514,541,3.36891,5.28357,13.7982,0,2,11.1195,23,134,74,85.8722,0.020293,0,0.015383,10,10,10,18.91623,53.65167,4102.41,47.42917,42.90168,24.06712,2069.347,27.03918
316,10.51051,4,133,318.26,621,940,424,492,503.401,512,539,480,500,507.948,514,622,3.41219,5.29112,15.6074,0,2,10.8048,22,111,73,87.0015,0.021925,0,0.015318,10,10,10,20.23535,52.00312,3879.743,47.13641,43.03722,24.30948,1957.931,27.27954
317,10.54388,4,133,317.204,619,932,423,492,503.415,512,533,464,499,507.843,514,543,3.47166,5.24283,10.0706,0,2,10.8653,23,92,74,86.4798,0.023808,0,0.015332,10,10,10,20.7214,50.73968,3622.653,47.03332,43.14404,24.60724,1829.192,27.57492
318,10.57724,4,133,317.603,620,929,422,492,503.271,512,558,456,499,507.876,514,542,3.4267,5.22094,11.411,0,2,10.955,23,94,74,86.5059,0.024737,0,0.015389,10,10,10,19.45248,51.55087,2941.865,47.30776,43.07515,25.51129,1488.683,28.46949
319,10.61061,4,133,317.674,618,922,425,492,503.814,512,529,477,499,507.851,514,543,3.40339,5.23122,15.1538,0,2,10.5695,22,92,74,88.8787,0.024251,0,0.015343,10,10,10,19.23311,51.12666,2289.732,47.35702,43.11104,26.59967,1162.456,29.54375
320,10.64398,4,133,317.821,618,934,423,492,503.72,512,533,478,499,507.83,514,541,3.37226,5.12703,12.9872,0,2,10.6345,22,92,73,87.4773,0.021742,0,0.015372,10,10,10,20.61865,52.69021,3963.371,47.05491,42.98021,24.21687,2000.013,27.18719
321,10.67734,4,133,318.488,620,938,425,492,503.892,512,528,479,500,507.911,514,542,3.40469,5.12746,13.184,0,2,10.4813,22,92,74,89.2775,0.024303,0,0.015372,10,10,10,19.37998,49.76536,3259.629,47.32398,43.22824,25.06583,1647.101,28.03031
322,10.71071,4,133,317.789,618,938,424,492,503.752,512,528,477,500,508.073,514,545,3.34138,5.09454,12.5144,0,2,10.5355,22,92,75,88.9702,0.024946,0,0.015324,10,10,10,18.82703,48.66064,2841.277,47.44969,43.32573,25.66238,1437.51,28.6214
323,10.74408,4,134,315.416,612,943,424,492,503.678,512,574,476,500,508.052,514,543,3.36323,5.12036,21.6209,0,2,10.5667,22,93,74,88.1577,0.023751,0,0.015338,10,10,10,19.36235,48.91116,2702.493,47.32793,43.30343,25.87987,1368.315,28.83565
324,10.77744,4,133,315.805,614,937,422,492,503.747,512,550,468,500,508.013,514,547,3.36807,5.1427,13.4381,0,2,10.5382,22,94,74,88.3821,0.024211,0,0.015372,10,10,10,19.66126,51.46464,3220.78,47.2614,43.08242,25.1179,1628.172,28.08051
325,10.81081,4,133,315.721,615,936,423,492,503.46,512,532,478,500,507.945,514,544,3.41368,5.27606,13.6978,0,2,10.764,22,93,73,87.1804,0.020528,0,0.015301,10,10,10,20.59123,51.33064,4034.276,47.06069,43.09375,24.13986,2035.118,27.11162
326,10.84418,4,133,315.922,615,938,424,492,503.638,512,533,478,500,508.065,514,547,3.34102,5.15784,14.9518,0,2,10.6207,22,89,74,88.8695,0.021348,0,0.015295,10,10,10,18.97261,53.83388,3513.994,47.41624,42.88696,24.7395,1775.198,27.70504
327,10.87754,4,134,316.438,615,939,422,492,503.234,512,535,480,500,507.997,514,586,3.34547,5.20019,12.0995,0,2,10.8992,22,94,74,87.0133,0.023248,0,0.015223,10,10,10,18.9372,49.98367,2735.11,47.42436,43.20923,25.82777,1384.785,28.78369
328,10.91091,4,134,317.756,617,945,425,492,503.569,512,544,473,500,508.02,514,546,3.37283,5.18911,12.6041,0,2,10.6762,22,93,74,87.9713,0.024117,0,0.015272,10,10,10,19.49582,50.11085,3584.654,47.2981,43.1982,24.65304,1809.729,27.62138
329,10.94428,4,133,317.949,619,933,423,491,502.874,512,539,460,500,507.957,514,547,3.42123,5.28921,12.0691,0,2,11.2142,23,93,74,85.0848,0.024174,0,0.015361,10,10,10,20.80334,54.04616,3811.955,47.01618,42.86987,24.38604,1924.69,27.35391
330,10.97764,4,133,318.289,619,937,424,492,503.263,512,538,478,499,507.793,514,542,3.38603,5.27311,10.7149,0,2,11.0183,23,93,73,86.4742,0.023537,0,0.015301,10,10,10,19.43835,50.45321,3709.161,47.31092,43.16863,24.50476,1872.053,27.47433
331,11.01101,4,133,317.782,617,925,428,492,503.409,512,527,478,499,507.899,514,546,3.38127,5.19783,11.0837,0,2,10.8434,23,89,74,87.2007,0.024611,0,0.015306,10,10,10,19.64767,49.03277,2860.33,47.2644,43.29265,25.63335,1447.335,28.59182
332,11.04438,4,132,317.424,617,933,423,492,503.56,512,532,480,500,507.983,514,540,3.37892,5.21719,12.2205,0,2,10.6757,22,93,74,87.6916,0.024226,0,0.015326,10,10,10,19.19257,49.97065,2520.676,47.36618,43.21036,26.18234,1277.629,29.13347
333,11.07774,4,133,318.04,618,939,424,492,503.498,512,529,481,500,507.946,514,547,3.40163,5.22451,11.6538,0,2,10.7723,23,92,74,88.7379,0.023625,0,0.015355,10,10,10,19.78972,49.855,3435.933,47.23312,43.22043,24.83707,1735.378,27.80357
334,11.11111,4,133,317.692,617,929,425,492,503.471,512,535,476,499,507.874,514,542,3.3825,5.17521,10.3853,0,2,10.8164,22,92,74,87.588,0.024448,0,0.015361,10,10,10,19.46164,50.18742,3857.057,47.30572,43.19156,24.33495,1945.941,27.30622
335,11.14448,4,133,318.414,619,938,425,491,502.998,512,581,478,499,507.723,514,545,3.41273,5.27787,10.0062,0,2,11.2057,23,92,71,84.7283,0.024886,0,0.015352,10,10,10,20.3211,54.19241,3888.43,47.11804,42.85813,24.29977,1962.844,27.26866
336,11.17784,4,133,318.16,619,929,422,491,502.968,512,532,466,499,507.651,514,544,3.44197,5.32407,9.85218,0,2,11.236,23,95,71,82.727,0.023705,0,0.015369,10,10,10,19.40767,52.21791,3594.831,47.31778,43.01932,24.64073,1815.322,27.60798
337,11.21121,4,132,316.812,617,923,424,491,503.079,512,624,477,499,507.562,514,542,3.44837,5.32311,9.87974,0,2,11.2414,23,113,71,83.9512,0.024523,0,0.015321,10,10,10,19.93041,52.10924,3231.883,47.20235,43.02837,25.10296,1633.952,28.06512
338,11.24458,4,132,316.443,617,928,422,492,503.328,512,532,478,499,507.593,514,578,3.41271,5.2369,11.1155,0,2,11.0244,23,93,71,85.3543,0.021902,0,0.015324,10,10,10,20.18444,52.09378,3778.918,47.14735,43.02966,24.42384,1907.529,27.3928
339,11.27794,4,133,317.327,618,941,423,492,503.427,512,527,478,499,507.752,514,545,3.4302,5.23985,11.5253,0,2,10.9294,23,93,72,87.2835,0.023623,0,0.015332,10,10,10,20.27474,51.76256,3290.916,47.12796,43.05735,25.02435,1663.467,27.98737
340,11.31131,4,133,316.951,617,928,423,492,503.262,512,536,472,499,507.834,514,558,3.3811,5.17487,9.93116,0,2,10.989,23,93,73,86.4087,0.024828,0,0.015355,10,10,10,19.37243,51.73186,3436.63,47.32567,43.05993,24.83619,1736.091,27.80179
341,11.34468,4,133,315.545,615,929,422,492,503.397,512,539,478,500,507.897,514,546,3.38639,5.21472,12.6657,0,2,10.8544,22,93,73,86.6343,0.02438,0,0.015409,10,10,10,19.5742,51.86143,3306.176,47.28067,43.04907,25.00425,1670.947,27.96789
342,11.37804,4,133,316.493,616,931,426,492,503.594,512,568,478,500,508.313,514,548,3.39257,5.21612,13.2462,0,2,10.5984,22,91,75,90.1046,0.023574,0,0.015455,10,10,10,18.6673,51.55297,2782.965,47.4867,43.07497,25.75244,1409.037,28.70829
343,11.41141,4,132,317.344,617,936,428,492,503.397,512,534,462,500,508.199,514,544,3.37547,5.24009,12.1509,0,2,10.7767,22,89,75,88.8257,0.022288,0,0.015421,10,10,10,20.3862,53.91733,3271.409,47.10415,42.88023,25.05016,1654.281,28.01142
344,11.44478,4,133,318.462,619,924,421,492,503.557,512,543,474,500,508.247,514,574,3.37508,5.22957,11.8021,0,2,10.5944,22,96,75,88.9513,0.022854,0,0.015306,10,10,10,19.62587,49.91698,3618.314,47.26922,43.21503,24.61245,1826.543,27.58122
345,11.47814,4,134,318.603,619,940,422,492,503.326,512,535,480,500,508.081,514,545,3.39354,5.24664,11.5264,0,2,10.8726,22,94,74,87.5214,0.024223,0,0.015343,10,10,10,19.12581,52.02169,2748.198,47.38131,43.03567,25.80703,1391.886,28.76148
346,11.51151,4,133,317.635,618,932,423,491,502.989,512,542,456,500,508.018,514,544,3.42929,5.36638,13.844,0,2,11.0987,23,92,74,85.7669,0.024377,0,0.015418,10,10,10,20.06512,52.73181,3373.882,47.1731,42.97678,24.91621,1705.14,27.87991
347,11.54488,4,134,318.755,619,931,423,491,503.015,512,539,480,500,507.748,514,548,3.45432,5.33034,11.3372,0,2,11.1961,23,92,71,84.9034,0.024414,0,0.015389,10,10,10,19.18457,55.00555,3610.834,47.36799,42.79345,24.62144,1823.964,27.58735
348,11.57824,4,134,319.355,620,933,422,492,503.217,512,527,480,500,507.974,514,544,3.44617,5.30099,11.4575,0,2,10.9627,23,94,73,86.5324,0.022551,0,0.015389,10,10,10,19.88187,50.27908,3733.381,47.21294,43.18364,24.47649,1884.231,27.44617
349,11.61161,4,133,319.811,621,939,425,491,503.142,512,532,478,500,507.95,514,545,3.41738,5.27028,11.737,0,2,11.0082,23,92,73,86.4149,0.023305,0,0.015335,10,10,10,20.02144,53.91987,3672.363,47.18256,42.88002,24.54806,1854.667,27.51485
350,11.64498,4,133,319.744,621,936,423,491,503.077,512,550,480,500,508.092,514,543,3.37901,5.279,11.0708,0,2,11.0214,23,93,74,87.783,0.024477,0,0.015346,10,10,10,19.26185,53.42986,2604.043,47.35053,42.91967,26.04103,1320.194,28.99114
351,11.67835,4,133,318.852,619,939,421,492,503.205,512,606,480,500,508.098,514,540,3.37198,5.25705,12.0269,0,2,10.8483,22,96,74,86.5773,0.024294,0,0.015378,10,10,10,18.71156,51.20431,3232.867,47.47641,43.10445,25.10163,1633.913,28.06522
352,11.71171,4,134,318.233,617,928,424,492,503.467,512,532,478,500,508.329,514,542,3.41046,5.30701,10.9375,0,2,10.6196,22,93,75,89.9083,0.023451,0,0.015366,10,10,10,19.32674,51.84088,4052.292,47.33593,43.05079,24.1205,2043.938,27.09283
353,11.74508,4,134,320.629,622,940,424,492,503.267,512,533,478,500,508.16,514,540,3.39459,5.26272,13.8878,0,2,10.8465,23,93,75,88.9074,0.02338,0,0.015426,10,10,10,19.61639,52.95733,4081.386,47.27132,42.95825,24.08944,2058.836,27.0613
354,11.77845,4,133,321.13,624,927,381,492,503.542,512,534,470,500,508.131,514,541,3.4101,5.34104,10.569,0,2,10.6633,22,133,75,88.8648,0.024494,0,0.015372,10,10,10,19.1427,51.99521,3558.202,47.37748,43.03788,24.68521,1796.886,27.65231
355,11.81181,4,133,320.167,622,926,423,492,503.608,512,566,471,500,508.335,514,543,3.36547,5.2273,10.9812,0,2,10.5126,22,93,75,90.2138,0.024766,0,0.015332,10,10,10,19.33338,50.58027,3004.978,47.33444,43.1577,25.4191,1519.967,28.37917
356,11.84518,4,133,320.047,621,926,426,492,503.671,512,654,478,500,508.315,514,562,3.35637,5.2176,13.8922,0,2,10.4484,22,148,75,89.0047,0.023825,0,0.015389,10,10,10,18.60101,51.04713,2117.176,47.50215,43.1178,26.93994,1076,29.87939
357,11.87855,4,134,321.124,622,928,423,492,503.523,512,538,478,500,508.346,514,546,3.30549,5.17974,14.5129,0,2,10.5954,22,93,75,90.2159,0.022911,0,0.015324,10,10,10,18.89977,49.61483,3830.574,47.43295,43.2414,24.36487,1932.416,27.33651
358,11.91191,4,134,321.254,623,933,424,492,503.479,512,533,444,500,508.214,514,538,3.38026,5.3427,12.7805,0,2,10.6199,22,92,75,88.7748,0.022742,0,0.015324,10,10,10,18.59302,50.64119,4084.53,47.50401,43.15247,24.08609,2059.573,27.05974
359,11.94528,4,134,320.017,622,931,424,492,503.545,512,595,478,500,508.036,514,543,3.37554,5.20323,13.6831,0,2,10.7349,22,92,74,88.6836,0.022845,0,0.015326,10,10,10,20.40181,51.51011,3970.144,47.10083,43.07859,24.20945,2003.05,27.1806
360,11.97865,4,134,320.919,622,934,390,492,503.34,512,532,476,500,508.185,514,545,3.37268,5.19324,12.8219,0,2,10.7802,22,122,74,87.1281,0.02448,0,0.015321,10,10,10,19.07542,51.85521,3322.39,47.39277,43.04959,24.98301,1678.928,27.94719
361,12.01201,4,134,321,621,928,424,491,502.984,512,538,480,500,508.239,514,547,3.34672,5.23385,17.5456,0,2,11.0699,23,93,75,88.7483,0.021976,0,0.015341,10,10,10,19.14911,50.9526,1845.785,47.37603,43.12585,27.5357,940.4181,30.4643
362,12.04538,4,134,321.068,620,938,425,491,503.085,512,538,478,500,508.319,514,544,3.37411,5.21452,15.0785,0,2,11.0165,23,93,75,90.0532,0.021488,0,0.015349,10,10,10,19.67964,52.96699,4140.322,47.25734,42.95746,24.02717,2088.323,26.99954
363,12.07875,4,134,321.155,622,934,417,491,502.714,512,528,478,500,508.152,514,544,3.40273,5.3353,15.5783,0,2,11.3412,23,97,75,86.5293,0.021594,0,0.015369,10,10,10,19.41927,53.33864,3993.976,47.31518,42.92709,24.18346,2015.177,27.15438
364,12.11211,4,134,321.725,623,935,422,490,502.609,512,534,478,500,508.444,514,542,3.37518,5.37908,13.7807,0,2,11.3235,23,94,77,87.7462,0.02446,0,0.015292,10,10,10,19.38975,58.16373,3365.343,47.32179,42.55099,24.92722,1702.06,27.88776
365,12.14548,4,135,321.707,622,933,428,491,502.738,512,529,478,500,508.186,514,539,3.42733,5.49339,16.862,0,2,11.295,23,89,75,87.6121,0.024848,0,0.015341,10,10,10,19.40229,51.60232,3198.909,47.31899,43.07082,25.14749,1617.206,28.10986
366,12.17885,4,135,321.403,620,938,425,491,503.173,512,533,478,500,508.215,514,618,3.39095,5.34139,14.8478,0,2,10.9728,23,108,75,89.2583,0.023963,0,0.015298,10,10,10,20.22214,52.85023,2892.021,47.13924,42.96705,25.5855,1464.278,28.54128
367,12.21221,4,134,321.735,622,927,428,492,503.519,512,571,479,500,508.362,514,543,3.44087,5.40429,12.231,0,2,10.607,22,89,75,90.5596,0.022754,0,0.015281,10,10,10,19.73925,53.97915,3775.886,47.24421,42.87525,24.42732,1906.373,27.39544
368,12.24558,4,134,321.835,622,925,423,492,503.277,512,544,466,500,508.154,514,538,3.49572,5.44418,11.9604,0,2,10.8839,22,94,74,88.6565,0.023988,0,0.015375,10,10,10,19.57023,53.22754,3557.033,47.28155,42.93615,24.68663,1796.716,27.65272
369,12.27895,4,134,321.547,622,937,428,491,502.827,512,553,478,500,508.153,514,546,3.44575,5.40633,11.4439,0,2,11.2693,23,89,75,88.4337,0.023337,0,0.015341,10,10,10,19.66625,53.63078,3615.104,47.2603,42.90337,24.6163,1825.876,27.5828
370,12.31231,4,134,320.458,620,937,422,491,502.868,512,529,474,500,508.127,514,540,3.35242,5.25022,11.6234,0,2,11.1916,23,94,75,87.0729,0.024886,0,0.015369,10,10,10,19.6562,53.21528,3200.117,47.26252,42.93715,25.14586,1618.276,28.10699
371,12.34568,4,135,321.596,619,938,424,491,502.732,512,527,480,500,508.239,514,540,3.32834,5.23094,20.9206,0,2,11.2549,23,92,75,87.7791,0.026029,0,0.015324,10,10,10,19.69134,52.11652,3105.106,47.25476,43.02776,25.27675,1570.505,28.23712
372,12.37905,4,135,322.445,622,932,378,490,502.858,512,536,479,500,508.289,514,547,3.42286,5.40662,12.2877,0,2,11.2023,23,138,75,89.5269,0.02478,0,0.015364,10,10,10,19.12293,52.2567,3299.051,47.38197,43.01609,25.01362,1667.37,27.97719
373,12.41241,4,134,322.106,623,934,428,490,502.51,512,529,480,500,508.094,514,540,3.39985,5.41996,13.692,0,2,11.4605,24,89,75,85.3368,0.021456,0,0.015315,10,10,10,19.66891,53.31747,4409.537,47.25971,42.92882,23.75358,2223.015,26.72809
374,12.44578,4,134,321.215,622,924,428,490,502.787,512,534,472,500,508.196,514,547,3.3935,5.41887,12.7847,0,2,11.2314,23,88,75,87.3278,0.024786,0,0.015361,10,10,10,19.1512,51.46804,3029.064,47.37555,43.08214,25.38443,1532.187,28.3444
375,12.47915,4,134,320.123,620,927,428,491,503.118,512,532,481,500,508.225,514,539,3.46366,5.39449,11.5027,0,2,10.9833,23,88,75,89.1812,0.023911,0,0.015355,10,10,10,19.13298,50.27554,2772.666,47.37969,43.18395,25.76854,1403.685,28.72482
376,12.51251,4,133,318.576,618,928,428,491,503.099,512,528,476,500,508.229,514,534,3.35308,5.25035,13.5213,0,2,10.94,23,87,75,87.8329,0.024185,0,0.015329,10,10,10,18.73032,50.7934,3689.847,47.47206,43.13944,24.52743,1862.304,27.49701
377,12.54588,4,133,318.944,618,942,423,492,503.461,512,532,478,500,508.224,514,529,3.39684,5.24931,10.286,0,2,10.6701,22,93,75,90.1319,0.024929,0,0.015401,10,10,10,19.62098,51.20009,3994.588,47.27031,43.10481,24.18279,2014.999,27.15476
378,12.57925,4,133,320.885,622,935,422,491,503.318,512,614,478,500,508.33,514,538,3.41788,5.30362,11.3117,0,2,10.7887,23,102,75,90.2619,0.024486,0,0.015378,10,10,10,19.6754,55.37716,3874.503,47.25828,42.76421,24.31535,1956.015,27.28379
379,12.61261,4,133,319.873,621,933,425,492,503.406,512,548,481,500,508.26,514,561,3.38657,5.34377,12.8059,0,2,10.7005,22,92,75,88.616,0.025054,0,0.015378,10,10,10,19.19033,50.57346,3100.976,47.36669,43.15829,25.28253,1567.929,28.24425
380,12.64598,4,133,319.122,619,923,425,492,503.28,512,535,480,500,508.358,514,536,3.38512,5.31526,15.471,0,2,10.7629,22,92,75,89.5021,0.023205,0,0.015338,10,10,10,19.38778,51.04129,1996.873,47.32223,43.1183,27.19401,1016.044,30.12839
381,12.67935,4,133,319.226,618,934,423,491,503.011,512,528,478,500,508.192,514,539,3.39921,5.36195,14.0453,0,2,11.043,23,93,75,88.2444,0.021396,0,0.015343,10,10,10,20.14759,53.97962,3754.57,47.15528,42.87521,24.45191,1895.817,27.41955
382,12.71271,4,134,319.321,619,935,409,491,503.191,512,533,478,500,508.184,514,557,3.43361,5.37844,13.2364,0,2,10.9292,23,112,75,88.8957,0.023925,0,0.015352,10,10,10,19.31616,53.72981,3670.449,47.3383,42.89536,24.55032,1853.486,27.51762
383,12.74608,4,134,319.447,620,941,386,491,502.887,512,530,480,500,508.133,514,552,3.44402,5.49758,10.6563,0,2,11.1238,23,131,74,87.072,0.024566,0,0.015383,10,10,10,19.54757,56.3215,3878.633,47.28659,42.69077,24.31073,1958.284,27.27876
384,12.77945,4,133,319.194,619,948,422,491,502.855,512,619,480,500,508.218,514,538,3.49028,5.40446,9.93742,0,2,11.1269,23,107,74,86.2162,0.02444,0,0.015426,10,10,10,19.93612,54.47413,3656.32,47.20111,42.83561,24.56707,1846.762,27.5334
385,12.81281,4,132,318.208,618,932,422,491,502.704,512,529,478,500,508.552,514,540,3.38858,5.3219,10.5847,0,2,11.0855,23,94,75,87.5986,0.024709,0,0.015446,10,10,10,19.14381,53.27863,3180.127,47.37723,42.93198,25.17307,1608.169,28.1342
386,12.84618,4,132,318.395,618,922,428,490,502.779,512,529,480,500,508.484,514,540,3.35542,5.3152,9.67479,0,2,11.0975,23,89,75,89.1165,0.024826,0,0.015455,10,10,10,19.27881,54.04714,3393.098,47.34671,42.86979,24.89155,1714.88,27.85518
387,12.87955,4,132,319.458,619,931,421,491,503.212,512,533,480,500,508.458,514,539,3.35793,5.3651,9.73451,0,2,10.7728,22,95,75,89.3935,0.024148,0,0.015409,10,10,10,18.544,52.82622,3287.351,47.51548,42.96902,25.02905,1661.518,27.99246
388,12.91291,4,133,319.343,619,935,413,492,503.646,512,536,478,500,508.468,514,537,3.32763,5.19013,10.2796,0,2,10.4354,22,99,75,90.4631,0.023914,0,0.015423,10,10,10,18.60279,51.35759,3847.672,47.50173,43.09147,24.34553,1941.326,27.31653
389,12.94628,4,133,317.747,616,940,423,492,503.511,512,543,478,500,508.383,514,542,3.33908,5.30752,10.4037,0,2,10.5195,22,93,75,89.8039,0.024388,0,0.015446,10,10,10,19.10537,53.79326,3952.849,47.38596,42.89024,24.22841,1994.649,27.19885
390,12.97965,4,132,318.584,618,933,423,492,503.734,512,572,480,500,508.42,514,570,3.35893,5.27713,9.90404,0,2,10.3422,22,93,75,88.7559,0.024197,0,0.015501,10,10,10,19.15484,49.05031,3764.326,47.37473,43.2911,24.44064,1899.214,27.41177
391,13.01301,4,134,319.972,619,933,424,492,503.726,512,528,480,500,508.284,514,543,3.3136,5.14343,13.614,0,2,10.4663,22,92,75,90.1616,0.020913,0,0.015463,10,10,10,19.43576,51.85482,4024.503,47.3115,43.04962,24.15039,2030.074,27.1224
392,13.04638,4,134,320.37,620,928,422,492,503.564,512,589,478,500,508.181,514,544,3.35211,5.23241,14.187,0,2,10.6089,22,94,74,88.372,0.020556,0,0.015423,10,10,10,19.36289,52.50009,3884.79,47.32781,42.99591,24.30384,1960.361,27.27415
393,13.07975,4,133,320.411,621,932,425,492,503.418,512,529,462,500,508.025,514,538,3.36195,5.23978,11.3902,0,2,10.8194,22,92,74,87.9467,0.023197,0,0.015461,10,10,10,19.57773,52.71742,2898.06,47.27989,42.97797,25.57644,1467.104,28.5329
394,13.11311,4,133,319.045,618,932,428,492,503.191,512,529,476,500,508.174,514,542,3.37896,5.30064,11.0446,0,2,10.8528,22,89,74,85.8444,0.023708,0,0.015472,10,10,10,18.9348,52.22903,3274.719,47.42491,43.01839,25.04577,1655.151,28.00914
395,13.14648,4,133,318.245,616,936,422,492,503.5,512,541,480,500,508.046,514,541,3.35509,5.24794,11.6998,0,2,10.6951,22,93,73,87.4023,0.024085,0,0.015495,10,10,10,19.81182,52.00283,3707.29,47.22827,43.03724,24.50695,1871.599,27.47539
396,13.17985,4,133,317.704,617,930,421,492,503.629,512,533,477,500,508.029,514,543,3.41119,5.23559,9.46476,0,2,10.5793,22,95,73,87.7051,0.024214,0,0.015492,10,10,10,19.33922,50.03458,3731.818,47.33312,43.20481,24.47831,1883.253,27.44843
397,13.21321,4,133,318.468,618,924,422,492,503.7,512,529,476,500,508.096,514,544,3.30297,5.14961,9.97064,0,2,10.5794,22,94,74,87.9504,0.024983,0,0.015498,10,10,10,19.7754,51.90296,3136.728,47.23626,43.04559,25.23274,1586.284,28.19371
398,13.24658,4,132,316.701,615,924,361,493,503.957,512,532,477,500,508.16,514,544,3.34848,5.21921,14.3126,0,2,10.3002,22,151,74,88.2347,0.024057,0,0.015472,10,10,10,19.46383,51.86068,2367.99,47.30523,43.04913,26.45371,1201.826,29.3991
399,13.27995,4,132,315.479,613,935,424,492,503.783,512,528,476,500,508.274,514,583,3.32523,5.11602,13.7423,0,2,10.4278,22,92,74,88.845,0.022737,0,0.015472,10,10,10,19.77851,50.35525,3251.645,47.23558,43.17707,25.07648,1643.356,28.0402
400,13.31331,4,133,317.312,616,932,422,492,503.776,512,528,465,500,508.44,514,542,3.40676,5.2439,11.8745,0,2,10.3296,21,93,75,90.9822,0.021348,0,0.015501,10,10,10,19.13631,52.8714,4178.885,47.37893,42.96531,23.98691,2107.444,26.95995
401,13.34668,4,134,317.778,617,936,422,492,503.707,512,534,474,500,508.361,514,547,3.41155,5.28357,15.8265,0,2,10.467,22,93,75,89.7206,0.021919,0,0.015498,10,10,10,19.90396,53.36626,4068.915,47.20812,42.92485,24.10273,2052.775,27.0741
402,13.38005,4,133,318.296,618,937,422,492,503.847,512,549,477,500,508.25,514,549,3.4499,5.30061,11.6512,0,2,10.4099,22,94,74,89.8594,0.022185,0,0.015538,10,10,10,19.35703,50.55877,3824.007,47.32912,43.15955,24.37233,1929.482,27.34311
403,13.41341,4,133,318.003,617,933,425,492,503.328,512,527,478,500,508.073,514,595,3.39942,5.24823,11.1225,0,2,10.8645,22,92,74,88.2053,0.02386,0,0.015518,10,10,10,20.26761,52.03858,3154.124,47.12949,43.03426,25.20873,1595.139,28.16953
